sentence,paraphrased_sentence,option1,option2,answer,gpt_category,gpt_category_names,in_original_experiment
More people attended the funeral of Joel than of Derrick because _ was a mean person.,More people attended the funeral of Joel than of Derrick because the mean person was _.,Joel,Derrick,2,2,['social'],1
"Adam decided to shave Denniss beard before the reuinion, because _ thought it was too long.","Adam decided to shave Denniss beard before the reunion, because the one who thought it was too long was _.",Adam,Dennis,1,2,['social'],1
"Adam decided to shave Denniss beard before the reuinion, but _ thought it was too short.","Adam decided to shave Denniss beard before the reunion, but the one who thought it was too short was _.",Adam,Dennis,2,2,['social'],1
"Rebecca had a sneezing reflex unlike Monica, so when they took the cinnamon challenge _ won.","Rebecca had a sneezing reflex unlike Monica, so when they took the challenge, the one who won was _.",Rebecca,Monica,2,1,['physical'],1
John tried to clean the juice that spilled on the carpet with a towel but it has sunk deep. The _ is still dry.,"John tried to clean the juice that spilled on the carpet with a towel, but because it has sunk deep, the item that remains dry is the _.",carpet,towel,2,1,['physical'],1
"Emily had always loved kids and Jessica felt the opposite, so _ was surprised to become a pediatrician.","Emily had always loved kids and Jessica felt the opposite, so the one who was surprised to become a pediatrician was _.",Emily,Jessica,2,2,['social'],1
Maria planned to spring clean this weekend and told Katrina they should help too. _ purposely left home very early.,Maria planned to spring clean this weekend and told Katrina they should help too. The one who purposely left home very early was _.,Maria,Katrina,2,2,['social'],1
"During the charity drive, they decided to donate the couch but not the bed because the _ was broken.","During the charity drive, they decided to donate the couch but not the bed, because what was broken was the _.",couch,bed,2,1,['physical'],1
The man decided to use a nail instead of a screw because the _ would be looser in the wood.,The man decided to use a nail instead of a screw because the one that would be looser in the wood is the _.,nail,screw,2,1,['physical'],1
Monica painted the porch for Kayla so the neighbor berated _ for being so lazy.,Monica painted the porch for Kayla so the person that the neighbor berated for being so lazy was _.,Monica,Kayla,2,2,['social'],1
"Dennis made their weight loss goal before Eric, because _ only ate a healthy diet.","Dennis made their weight loss goal before Eric, because the person that only ate a healthy diet was _.",Dennis,Eric,1,4,['temporal'],1
Tanya looked for an escape route while Elena did not because _ liked to live in the moment.,"Tanya looked for an escape route while Elena did not, because the one who liked to live in the moment was _.",Tanya,Elena,2,2,['social'],1
Tanya looked for an escape route while Elena did not because _ liked to be aware of all the surroundings.,"Tanya looked for an escape route while Elena did not, because the one who liked to be aware of all the surroundings was _.",Tanya,Elena,1,2,['social'],1
"Elena waited patiently for Angela, as _ arrived early to meet at their prearranged spot.","Elena waited patiently for Angela, as the one who arrived early to meet at their prearranged spot was _.",Elena,Angela,1,4,['temporal'],1
"In her newly purchased house, Patricia was upset to discover a woodworm infestation and called the realtor Victoria. _ called the sellers to ask them pay for an exterminator.","In her newly purchased house, Patricia was upset to discover a woodworm infestation and called the realtor Victoria. The sellers were asked to pay for an exterminator by _.",Patricia,Victoria,2,2,['social'],1
"In her newly purchased house, Patricia was upset to discover a woodworm infestation and called the realtor Victoria. _ wanted the sellers to pay for an exterminator.","In her newly purchased house, Patricia was upset to discover a woodworm infestation and called the realtor Victoria. The person who wanted the sellers to pay for an exterminator was _.",Patricia,Victoria,1,2,['social'],1
"We set up the treasure hunt, but the treasure chest was found easily on the path because the _ was big.","We set up the treasure hunt, but the treasure chest was found easily on the path because of how big the _ was.",chest,path,1,"1, 5","['physical', 'spatial']",1
"Donald took medication for their anxiety, but Craig went to therapy because _ was open with their feelings.","Donald took medication for their anxiety, but Craig went to therapy because the one who was open with their feelings was _.",Donald,Craig,2,2,['social'],1
"Hunter found they no longer returned Joseph's love in their marriage, therefore _ received divorce papers.","Hunter found they no longer returned Joseph's love in their marriage, therefore divorce papers were received by _.",Hunter,Joseph,2,2,['social'],1
"In order to grow his plants naturally, he bought fertilizer and water. The _ was lacking with nutrients.","In order to grow his plants naturally, he bought fertilizer and water, and the one lacking nutrients was the _.",fertilizer,water,2,1,['physical'],1
"In order to grow his plants naturally, he bought fertilizer and water. The _ was filled with nutrients.","In order to grow his plants naturally, he bought fertilizer and water, and the one filled with nutrients was the _.",fertilizer,water,1,1,['physical'],1
"Kayla threw the phone to Rebecca, then _ asked for it to be thrown back.","Kayla threw the phone to Rebecca, and then it was asked to be thrown back by _.",Kayla,Rebecca,1,4,['temporal'],1
Michael had less money than Samuel did because _ liked to shop and spend money too much.,Michael had more money than Samuel did because the one who liked to shop and spend money too much was _.,Michael,Samuel,1,3,['numerical'],1
Michael had more money than Samuel did because _ like to shop and spend money too much.,Michael had more money than Samuel did because the one who liked to shop and spend money too much was _.,Michael,Samuel,2,3,['numerical'],1
"After a nasty breakup, Kayla needed a restraining order from Samantha because _ was scary to them.","After a nasty breakup, Kayla needed a restraining order from Samantha because the one who was scary to them was _.",Kayla,Samantha,2,2,['social'],1
Sally knew the exam would be hard so she developed a study schedule. The _ was 4 weeks long.,"Sally knew the exam would be hard, so she developed a study schedule, and 4 weeks long was the _.",exam,schedule,2,4,['temporal'],1
Sally knew the exam would be hard so she developed a study schedule. The _ was 4 weeks away.,"Sally knew the exam would be hard, so she developed a study schedule, and 4 weeks away was the _.",exam,schedule,1,4,['temporal'],1
The kid looked terrible in the ancient  Egyptian dress because the _ was too small.,The kid looked terrible in the ancient  Egyptian dress because of how small the _ was.,dress,kid,2,1,['physical'],1
Brian taught Michael how to feed a rabbit greens because _ had rabbits as a kid.,Brian taught Michael how to feed a rabbit greens because the one who had rabbits as a kid was _.,Brian,Michael,1,2,['social'],1
